"","district","indicator","value","category","unit","source1","source2"
"2869","Chitral","Eligible Beneficiaries Relative To District Population",35.4012655873075,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2870","Chitral","Actual Beneficiaries Relative To District Population",32.4740419982261,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2871","Dadu","Amount Deposited In Accounts",1558.164,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2872","Dadu","Amount Withdrawn",1474.29475,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2873","Dadu","No Of Beneficiaries Paid",122093,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2874","Dadu","No Of Eligible Beneficiaries",129847,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2875","Dadu","Share Of Actual To Eligible Beneficiaries",94.0283564502838,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2876","Dadu","Eligible Beneficiaries Relative To District Population",34.6601058054501,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2877","Dadu","Actual Beneficiaries Relative To District Population",32.5903278327941,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2878","Dera Bugti","Amount Deposited In Accounts",108.264,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2879","Dera Bugti","Amount Withdrawn",101.943,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2880","Dera Bugti","No Of Beneficiaries Paid",8379,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2881","Dera Bugti","No Of Eligible Beneficiaries",9022,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2882","Dera Bugti","Share Of Actual To Eligible Beneficiaries",92.8729771669253,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2883","Dera Bugti","Eligible Beneficiaries Relative To District Population",14.7395480939466,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2884","Dera Bugti","Actual Beneficiaries Relative To District Population",13.689057135799,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2885","Dera Ghazi Khan","Amount Deposited In Accounts",1600.884,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2886","Dera Ghazi Khan","Amount Withdrawn",1493.351,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2887","Dera Ghazi Khan","No Of Beneficiaries Paid",122843,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2888","Dera Ghazi Khan","No Of Eligible Beneficiaries",133407,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2889","Dera Ghazi Khan","Share Of Actual To Eligible Beneficiaries",92.0813750402902,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2890","Dera Ghazi Khan","Eligible Beneficiaries Relative To District Population",29.1147470585577,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2891","Dera Ghazi Khan","Actual Beneficiaries Relative To District Population",26.8092594310224,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2892","Dera Ismail Khan","Amount Deposited In Accounts",1233.348,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2893","Dera Ismail Khan","Amount Withdrawn",1152.881,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2894","Dera Ismail Khan","No Of Beneficiaries Paid",94256,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2895","Dera Ismail Khan","No Of Eligible Beneficiaries",102779,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2896","Dera Ismail Khan","Share Of Actual To Eligible Beneficiaries",91.7074499654599,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2897","Dera Ismail Khan","Eligible Beneficiaries Relative To District Population",38.725514726668,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2898","Dera Ismail Khan","Actual Beneficiaries Relative To District Population",35.5141820418258,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2899","Faisalabad","Amount Deposited In Accounts",2882.28,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2900","Faisalabad","Amount Withdrawn",2580.6335,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2901","Faisalabad","No Of Beneficiaries Paid",213278,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2902","Faisalabad","No Of Eligible Beneficiaries",240190,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2903","Faisalabad","Share Of Actual To Eligible Beneficiaries",88.7955368666472,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2904","Faisalabad","Eligible Beneficiaries Relative To District Population",15.0482397758026,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2905","Faisalabad","Actual Beneficiaries Relative To District Population",13.3621652979043,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2906","FR Bannu","Amount Deposited In Accounts",0.048,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2907","FR Bannu","Amount Withdrawn",0.036,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2908","FR Bannu","No Of Beneficiaries Paid",3,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2909","FR Bannu","No Of Eligible Beneficiaries",4,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2910","FR Bannu","Share Of Actual To Eligible Beneficiaries",75,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2911","FR Bannu","Eligible Beneficiaries Relative To District Population",0.0695148142294959,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2912","FR Bannu","Actual Beneficiaries Relative To District Population",0.0521361106721219,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2913","FR Dera Ismail Khan","Amount Deposited In Accounts",45.996,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2914","FR Dera Ismail Khan","Amount Withdrawn",43.113,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2915","FR Dera Ismail Khan","No Of Beneficiaries Paid",3489,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2916","FR Dera Ismail Khan","No Of Eligible Beneficiaries",3833,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2917","FR Dera Ismail Khan","Share Of Actual To Eligible Beneficiaries",91.0253065483955,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2918","FR Dera Ismail Khan","Eligible Beneficiaries Relative To District Population",41.1457268140731,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2919","FR Dera Ismail Khan","Actual Beneficiaries Relative To District Population",37.4530239640754,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2920","FR Kohat","Amount Deposited In Accounts",20.412,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2921","FR Kohat","Amount Withdrawn",19.3955,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2922","FR Kohat","No Of Beneficiaries Paid",1584,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2923","FR Kohat","No Of Eligible Beneficiaries",1701,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2924","FR Kohat","Share Of Actual To Eligible Beneficiaries",93.1216931216931,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2925","FR Kohat","Eligible Beneficiaries Relative To District Population",8.90739053372545,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2926","FR Kohat","Actual Beneficiaries Relative To District Population",8.29471287796656,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
